pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass
Kepler-1849 b,1,1,1,Transit,2021,57.29290009,,2.387,0.213,,,,,,4806.0,0.73,0.71
Kepler-185 b,1,1,2,Transit,2014,1.6329,0.026,1.17,0.104,,,,,,5208.0,0.81,
Kepler-185 c,1,1,2,Transit,2014,20.729042,0.139,2.02,0.18,,,,,,5208.0,0.81,
Kepler-1850 b,1,1,1,Transit,2021,1.3858,,0.729,0.065,,,,,,4239.0,0.6,0.61
Kepler-1851 b,1,1,1,Transit,2021,12.02289963,,3.9,0.348,,,,,,5982.0,0.88,0.97
Kepler-1852 b,1,1,1,Transit,2021,7.97094011,,1.886,0.168,,,,,,5237.0,0.83,0.93
Kepler-1853 b,1,1,1,Transit,2021,48.88819885,,1.519,0.135,,,,,,4821.0,0.79,0.77
Kepler-1854 b,1,1,1,Transit,2021,39.83110046,,2.587,0.231,,,,,,5026.0,0.76,0.8
Kepler-1855 b,1,1,1,Transit,2021,0.72733098,,1.216,0.109,,,,,,3460.0,0.36,0.39
Kepler-1856 b,1,1,1,Transit,2021,1.30200005,,1.734,0.155,,,,,,4948.0,0.82,0.78
Kepler-1857 b,1,1,1,Transit,2021,8.94340992,,1.961,0.175,,,,,,6074.0,1.0,0.87
Kepler-1858 b,1,1,1,Transit,2021,88.07160187,,2.422,0.216,,,,,,4939.0,0.82,0.79
Kepler-1859 b,1,1,2,Transit,2021,2.72959995,,1.583,0.141,,,,,,5887.0,1.24,1.09
Kepler-1859 c,1,1,2,Transit,2023,3.59645081,0.0473,1.66,0.148,,,0.0,1327,,5887.0,1.24,1.09
Kepler-186 b,1,1,5,Transit,2014,3.8867907,0.0343,1.07,0.095,,,,,M1,3788.0,0.47,0.48
Kepler-186 c,1,1,5,Transit,2014,7.267302,0.0451,1.25,0.112,,,,,M1,3788.0,0.47,0.48
Kepler-186 d,1,1,5,Transit,2014,13.342996,0.0781,1.4,0.125,,,,,M1,3788.0,0.47,0.48
Kepler-186 e,1,1,5,Transit,2014,22.407704,0.11,1.27,0.113,,,,,M1,3788.0,0.47,0.48
Kepler-186 f,1,1,5,Transit,2014,129.9441,0.432,1.17,0.104,,,0.04,,,3755.0,0.52,0.54
Kepler-1860 b,1,1,1,Transit,2021,12.73719978,,1.139,0.102,,,,,,5420.0,0.87,0.87
Kepler-1861 b,1,1,1,Transit,2021,40.0306015,,2.207,0.197,,,,,,5855.0,1.37,1.16
Kepler-1862 b,1,1,1,Transit,2021,16.05730057,,2.203,0.197,,,,,,5644.0,0.81,0.9
Kepler-1863 b,1,1,1,Transit,2021,44.99760056,,2.263,0.202,,,,,,5871.0,0.98,1.1
Kepler-1864 b,1,1,1,Transit,2021,3.88151002,,0.754,0.067,,,,,,5854.0,0.98,1.03
Kepler-1865 b,1,1,1,Transit,2021,2.52400994,,1.577,0.141,,,,,,5420.0,0.87,0.85
Kepler-1866 b,1,1,1,Transit,2021,11.66009998,,2.082,0.186,,,,,,5791.0,1.08,1.03
Kepler-1867 b,1,1,1,Transit,2021,9.88735962,,1.16,0.103,,,,,,5693.0,0.82,0.91
Kepler-1868 b,1,1,1,Transit,2021,211.0339966,,3.15,0.281,,,,,,4658.0,0.69,0.74
Kepler-1869 b,1,1,2,Transit,2021,8.16736031,,1.12,0.1,,,,,,5808.0,0.9,0.99
Kepler-1869 c,1,1,2,Transit,2023,1.7168283,0.028,0.74,0.066,,,0.0,1455,,5808.0,0.9,0.99
Kepler-187 b,1,1,2,Transit,2014,4.938864,0.059,1.41,0.126,,,,,,6105.0,1.29,
Kepler-187 c,1,1,2,Transit,2014,10.640263,0.099,2.67,0.238,,,,,,6105.0,1.29,
Kepler-1870 b,1,1,1,Transit,2021,3.60694003,,2.101,0.187,,,,,,5508.0,0.84,0.95
Kepler-1871 b,1,1,1,Transit,2021,1.95270002,,2.422,0.216,,,,,,5741.0,0.95,1.02
Kepler-1872 b,1,1,1,Transit,2021,3.82591009,,2.384,0.213,,,,,,5223.0,0.89,0.91
Kepler-1873 b,1,1,1,Transit,2021,0.558842,,1.626,0.145,,,,,,5151.0,0.79,0.9
Kepler-1874 b,1,1,1,Transit,2021,56.57320023,,2.211,0.197,,,,,,4701.0,0.78,0.76
Kepler-1875 b,1,1,1,Transit,2021,34.45859909,,3.227,0.288,,,,,,6161.0,0.86,0.95
Kepler-1876 b,1,1,1,Transit,2021,6.99205,0.0758,0.853,0.076,2.4,0.00755,0.098,1299,,6104.0,1.48,1.19
Kepler-1877 b,1,1,1,Transit,2021,2.37756991,,0.624,0.056,,,,,,5615.0,0.94,1.02
Kepler-1878 b,1,1,1,Transit,2021,4.44587994,,2.92,0.261,,,,,,5918.0,0.86,0.96
Kepler-1879 b,1,1,1,Transit,2021,10.61340046,,2.065,0.184,,,,,,5865.0,1.39,1.02
Kepler-188 b,1,1,2,Transit,2014,2.061897,0.032,1.68,0.15,,,,,,6021.0,1.14,
Kepler-188 c,1,1,2,Transit,2014,5.996553,0.066,3.19,0.285,,,,,,6021.0,1.14,
Kepler-1880 b,1,1,1,Transit,2021,6.30921984,,2.117,0.189,,,,,,4380.0,0.53,0.52
Kepler-1881 b,1,1,1,Transit,2021,159.3939972,,2.981,0.266,,,,,,5135.0,0.87,0.81
Kepler-1882 b,1,1,1,Transit,2021,13.78730011,,1.487,0.133,,,,,,5691.0,1.46,1.07
Kepler-1883 b,1,1,1,Transit,2021,103.427002,,3.251,0.29,,,,,,6208.0,1.02,1.09
Kepler-1884 b,1,1,1,Transit,2021,8.98832035,,1.814,0.162,,,,,,5984.0,0.91,0.99
Kepler-1885 b,1,1,1,Transit,2021,2.52255988,,1.511,0.135,,,,,,5591.0,0.86,0.98
Kepler-1886 b,1,1,1,Transit,2021,24.2758007,,2.582,0.23,,,,,,5745.0,0.84,0.93
Kepler-1887 b,1,1,1,Transit,2021,19.94750023,,2.925,0.261,,,,,,5749.0,0.86,0.96
Kepler-1888 b,1,1,1,Transit,2021,11.39169979,,1.326,0.118,,,,,,5557.0,1.25,0.9
Kepler-1889 b,1,1,1,Transit,2021,37.30369949,,2.944,0.263,,,,,,5646.0,0.82,0.86
Kepler-189 b,1,1,2,Transit,2014,10.399931,0.088,1.21,0.108,,,,,,5235.0,0.75,
Kepler-189 c,1,1,2,Transit,2014,20.134866,0.137,2.38,0.212,,,,,,5235.0,0.75,
Kepler-1890 b,1,1,1,Transit,2021,4.82059002,,0.869,0.077,,,,,,6046.0,1.4,1.02
Kepler-1891 b,1,1,1,Transit,2021,4.02229023,,1.521,0.136,,,,,,5516.0,0.83,0.87
Kepler-1892 b,1,1,1,Transit,2021,6.33123016,,1.837,0.164,,,,,,5383.0,0.76,0.85
Kepler-1893 b,1,1,1,Transit,2021,4.17936993,,1.706,0.152,,,,,,5633.0,1.16,0.97
Kepler-1894 b,1,1,2,Transit,2021,2.76266003,,1.201,0.107,,,,,,5772.0,0.9,1.0
Kepler-1894 c,1,1,2,Transit,2023,5.05368985,0.0576,1.21,0.108,,,0.0,1007,,5772.0,0.9,1.0
Kepler-1895 b,1,1,1,Transit,2021,6.07029009,,2.119,0.189,,,,,,5076.0,0.76,0.86
Kepler-1896 b,1,1,1,Transit,2021,44.87020111,,3.099,0.277,,,,,,6122.0,1.0,1.07
Kepler-1897 b,1,1,1,Transit,2021,24.22030067,,2.814,0.251,,,,,,5165.0,0.76,0.86
Kepler-1898 b,1,1,1,Transit,2021,4.76562023,,0.934,0.083,,,,,,5702.0,1.12,0.84
Kepler-1899 b,1,1,1,Transit,2021,4.0957799,,1.551,0.138,,,,,,4791.0,0.74,0.76
Kepler-19 b,1,1,3,Transit,2011,9.28699,0.0846,2.209,0.197,6.1,0.01919,0.41,851,,5541.0,0.86,0.94
Kepler-19 c,1,1,3,Transit Timing Variations,2011,28.731,,,,13.1,0.04122,0.21,,,5544.0,0.86,0.94
Kepler-19 d,1,1,3,Radial Velocity,2017,62.95,,,,22.5,0.07079,0.05,,,5544.0,0.86,0.94
Kepler-190 b,1,1,2,Transit,2014,2.019999,0.03,1.56,0.139,,,,,,5106.0,0.8,
Kepler-190 c,1,1,2,Transit,2014,3.763024,0.045,1.46,0.13,,,,,,5106.0,0.8,
Kepler-1900 b,1,1,1,Transit,2021,2.9862299,,1.623,0.145,,,,,,6173.0,1.04,1.1
Kepler-1901 b,1,1,1,Transit,2021,3.48412991,,1.474,0.132,,,,,,5696.0,0.92,1.02
Kepler-1902 b,1,1,1,Transit,2021,3.82222009,,1.176,0.105,,,,,,3729.0,0.51,0.52
Kepler-1903 b,1,1,1,Transit,2021,17.0678997,,2.286,0.204,,,,,,6347.0,1.0,1.05
Kepler-1904 b,1,1,1,Transit,2021,4.57702017,,1.39,0.124,,,,,,3805.0,0.5,0.53
Kepler-1905 b,1,1,1,Transit,2021,3.42392993,,1.446,0.129,,,,,,5788.0,1.01,1.04
Kepler-1906 b,1,1,1,Transit,2021,7.36268997,,2.776,0.248,,,,,,5868.0,0.89,0.99
Kepler-1907 b,1,1,2,Transit,2021,5.65245008,,0.87,0.078,,,,,,5159.0,0.8,0.75
Kepler-1907 c,1,1,2,Transit,2021,14.86390018,,1.155,0.103,,,,,,5159.0,0.8,0.75
Kepler-1909 b,1,1,1,Transit,2021,2.39160991,,1.092,0.097,,,,,,4935.0,0.69,0.66
Kepler-191 b,1,1,3,Transit,2014,9.939632,0.087,1.34,0.12,,,,,,5282.0,0.79,
Kepler-191 c,1,1,3,Transit,2014,17.738506,0.128,1.86,0.166,,,,,,5282.0,0.79,
Kepler-191 d,1,1,3,Transit,2016,5.94504102,,2.28,0.203,,,,,,5215.0,0.8,0.84
Kepler-1910 b,1,1,1,Transit,2021,5.68876982,,1.184,0.106,,,,,,4234.0,0.64,0.64
Kepler-1911 b,1,1,1,Transit,2021,5.9907999,,1.011,0.09,,,,,,5721.0,0.97,0.95
Kepler-1912 b,1,1,1,Transit,2021,6.05921984,,1.357,0.121,,,,,,5734.0,0.96,0.98
Kepler-1913 b,1,1,1,Transit,2021,14.1960001,,1.519,0.135,,,,,,6214.0,1.08,1.17
Kepler-1914 b,1,1,1,Transit,2021,30.82789993,,2.943,0.263,,,,,,5982.0,0.96,1.05
Kepler-1915 b,1,1,1,Transit,2021,13.83539963,,3.218,0.287,,,,,,6020.0,1.06,1.03
Kepler-1916 b,1,1,1,Transit,2021,31.25429916,,2.618,0.234,,,,,,6246.0,1.09,1.18
Kepler-1917 b,1,1,1,Transit,2021,12.90240002,,1.89,0.169,,,,,,5530.0,0.79,0.88
Kepler-1918 b,1,1,1,Transit,2021,47.0564003,,2.298,0.205,,,,,,5889.0,0.92,0.97
Kepler-1919 b,1,1,1,Transit,2021,37.88660049,,2.624,0.234,,,,,,5513.0,0.82,0.87
Kepler-192 b,1,1,3,Transit,2014,9.926746,0.09,2.74,0.244,,,,,,5479.0,1.01,
Kepler-192 c,1,1,3,Transit,2014,21.2234,0.15,2.79,0.249,,,,,,5479.0,1.01,
Kepler-192 d,1,1,3,Transit,2016,6.47027579,,1.02,0.091,,,,,,5487.0,0.94,0.94
Kepler-1920 b,1,1,1,Transit,2021,30.2541008,,2.954,0.264,,,,,,6277.0,1.16,1.24
Kepler-1921 b,1,1,2,Transit,2021,20.03479958,,2.895,0.258,,,,,,6120.0,2.0,1.25
Kepler-1921 c,1,1,2,Transit,2023,3.15722086,0.0454,1.41,0.126,,,0.0,1791,,6120.0,2.0,1.25
Kepler-1922 b,1,1,1,Transit,2021,13.22259998,,2.291,0.204,,,,,,5931.0,0.86,0.95
Kepler-1923 b,1,1,1,Transit,2021,52.60969925,,1.96,0.175,,,,,,5881.0,1.29,1.11
Kepler-1924 b,1,1,1,Transit,2021,15.33170033,,2.654,0.237,,,,,,5726.0,1.28,1.02
Kepler-1925 b,1,1,1,Transit,2021,46.71640015,,3.002,0.268,,,,,,5856.0,1.09,1.06
Kepler-1926 b,1,1,1,Transit,2021,42.87770081,,2.315,0.207,,,,,,5256.0,0.83,0.77
Kepler-1927 b,1,1,1,Transit,2021,73.75039673,,3.406,0.304,,,,,,6056.0,2.48,1.41
Kepler-1928 b,1,1,1,Transit,2021,19.57783,0.194,1.992,0.178,,,0.43,,,5720.0,0.92,1.01
Kepler-1929 b,1,1,1,Transit,2021,59.36249924,,3.073,0.274,,,,,,5786.0,1.47,1.01
Kepler-193 b,1,1,2,Transit,2014,11.38848,0.106,2.39,0.213,,,,,,6335.0,1.15,
Kepler-193 c,1,1,2,Transit,2014,50.697494,0.286,2.75,0.245,,,,,,6335.0,1.15,
Kepler-1930 b,1,1,1,Transit,2021,13.02680016,,1.53,0.136,,,,,,5083.0,0.84,0.84
Kepler-1931 b,1,1,1,Transit,2021,38.5760994,,2.653,0.237,,,,,,6167.0,1.22,1.17
Kepler-1932 b,1,1,1,Transit,2021,0.52417702,,1.515,0.135,,,,,,5278.0,0.81,0.91
Kepler-1933 b,1,1,1,Transit,2021,4.94329023,,1.18,0.105,,,,,,5661.0,1.01,0.96
Kepler-1934 b,1,1,1,Transit,2021,1.41975999,,0.913,0.081,,,,,,5925.0,1.03,0.97
Kepler-1935 b,1,1,1,Transit,2021,3.95140004,,2.503,0.223,,,,,,5570.0,0.9,0.84
Kepler-1936 b,1,1,1,Transit,2021,126.5569992,,3.166,0.282,,,,,,6501.0,1.85,1.42
Kepler-1937 b,1,1,1,Transit,2021,9.68859959,,3.023,0.27,,,,,,6457.0,1.2,1.19
Kepler-1938 b,1,1,1,Transit,2021,13.06260014,,1.828,0.163,,,,,,4522.0,0.66,0.65
Kepler-1939 b,1,1,1,Transit,2021,2.7906599,,1.165,0.104,,,,,,4353.0,0.6,0.65
Kepler-194 b,1,1,3,Transit,2014,2.092281,0.032,1.51,0.135,,,,,,6089.0,1.02,
Kepler-194 c,1,1,3,Transit,2014,17.308032,0.131,2.59,0.231,,,,,,6089.0,1.02,
Kepler-194 d,1,1,3,Transit,2014,52.814973,0.275,2.4,0.214,,,,,,6089.0,1.02,
Kepler-1940 b,1,1,1,Transit,2021,4.95061016,,1.547,0.138,,,,,,5431.0,0.72,0.8
Kepler-1941 b,1,1,1,Transit,2021,31.33510017,,2.65,0.236,,,,,,6404.0,1.14,1.18
Kepler-1942 b,1,1,1,Transit,2021,4.62604999,,2.117,0.189,,,,,,5834.0,0.8,0.85
Kepler-1943 b,1,1,1,Transit,2021,4.85018015,,1.549,0.138,,,,,,6032.0,0.97,1.05
Kepler-1944 b,1,1,1,Transit,2021,9.84257984,,2.76,0.246,,,,,,5585.0,0.97,1.06
Kepler-1945 b,1,1,1,Transit,2021,6.08003998,,1.289,0.115,,,,,,4991.0,0.8,0.77
Kepler-1946 b,1,1,1,Transit,2021,3.0351901,,2.488,0.222,,,,,,5505.0,0.87,0.89
Kepler-1947 b,1,1,1,Transit,2021,6.9636302,,1.01,0.09,,,,,,6040.0,1.69,0.98
Kepler-1948 b,1,1,1,Transit,2021,15.57129955,,1.033,0.092,,,,,,3872.0,0.56,0.58
Kepler-1949 b,1,1,1,Transit,2021,2.20828009,,2.22,0.198,,,,,,6028.0,1.45,1.19
Kepler-195 b,1,1,2,Transit,2014,8.307872,0.077,2.03,0.181,,,,,,5329.0,0.78,
Kepler-195 c,1,1,2,Transit,2014,34.096863,0.197,1.55,0.138,,,,,,5329.0,0.78,
Kepler-1950 b,1,1,1,Transit,2021,10.77690029,,1.527,0.136,,,,,,5455.0,0.85,0.76
Kepler-1951 b,1,1,1,Transit,2021,20.65780067,,2.321,0.207,,,,,,5468.0,1.31,0.92
Kepler-1952 b,1,1,1,Transit,2021,27.21080017,,1.239,0.111,,,,,,5973.0,1.3,0.92
Kepler-1953 b,1,1,1,Transit,2021,6.24565983,,1.286,0.115,,,,,,4858.0,0.71,0.79
Kepler-1954 b,1,1,1,Transit,2021,5.88343,,1.802,0.161,,,,,,5840.0,0.85,0.94
Kepler-1955 b,1,1,1,Transit,2021,14.26519966,,1.167,0.104,,,,,,5825.0,1.29,1.05
Kepler-1956 b,1,1,1,Transit,2021,5.94371986,,1.089,0.097,,,,,,4391.0,0.68,0.67
Kepler-1957 b,1,1,1,Transit,2021,2.18662,,0.944,0.084,,,,,,4904.0,0.77,0.74
Kepler-1958 b,1,1,1,Transit,2021,9.32861996,,2.051,0.183,,,,,,5749.0,0.86,0.96
Kepler-1959 b,1,1,1,Transit,2021,6.38669014,,1.143,0.102,,,,,,5071.0,0.81,0.77
Kepler-196 b,1,1,3,Transit,2014,20.739886,0.138,1.9,0.17,,,,,,5128.0,0.78,
Kepler-196 c,1,1,3,Transit,2014,47.427737,0.24,2.24,0.2,,,,,,5128.0,0.78,
Kepler-196 d,1,1,3,Transit,2021,122.0800018,,2.661,0.237,,,,,,5132.0,0.77,0.81
Kepler-1960 b,1,1,1,Transit,2021,2.29794002,,1.307,0.117,,,,,,6371.0,1.07,1.12
Kepler-1961 b,1,1,1,Transit,2021,5.6047101,,1.619,0.144,,,,,,5401.0,0.78,0.87
Kepler-1962 b,1,1,1,Transit,2021,7.99145985,,1.215,0.108,,,,,,5700.0,1.01,1.0
Kepler-1963 b,1,1,1,Transit,2021,1.96226001,,0.744,0.066,,,,,,5726.0,0.98,0.92
Kepler-1964 b,1,1,1,Transit,2021,2.44082999,,1.781,0.159,,,,,,4803.0,0.7,0.75
Kepler-1965 b,1,1,1,Transit,2021,41.86869812,,1.354,0.121,,,,,,5852.0,0.84,0.93
Kepler-1966 b,1,1,1,Transit,2021,8.61742973,,1.105,0.099,,,,,,5009.0,0.84,0.8
Kepler-1967 b,1,1,1,Transit,2021,7.28169012,,0.73,0.065,,,,,,4970.0,1.81,1.0
Kepler-1968 b,1,1,1,Transit,2021,7.2810998,,1.5,0.134,,,,,,5008.0,0.79,0.84
Kepler-1969 b,1,1,1,Transit,2021,6.64752007,,1.682,0.15,,,,,,6046.0,1.01,1.11
Kepler-197 b,1,2,4,Transit,2014,5.599308,0.06,1.02,0.091,,,,,,6004.0,1.12,
Kepler-197 c,1,2,4,Transit,2014,10.349695,0.09,1.23,0.11,,,,,,6004.0,1.12,
Kepler-197 d,1,2,4,Transit,2014,15.677563,0.119,1.22,0.109,,,,,,6004.0,1.12,
Kepler-197 e,1,2,4,Transit,2014,25.209715,0.164,0.91,0.081,,,,,,6004.0,1.12,
Kepler-1972 b,1,1,2,Transit,2014,7.54425,,0.802,0.072,2.02,0.00636,0.067,,,5818.0,1.38,1.12
Kepler-1972 c,1,1,2,Transit,2014,11.3295,,0.868,0.077,2.11,0.00664,0.043,,,5818.0,1.38,1.12
Kepler-1976 b,1,1,1,Transit Timing Variations,2023,4.95931924,0.0565,12.21,1.089,,,0.0,1103,,5712.0,1.08,0.98
Kepler-1977 b,1,1,1,Transit,2023,4.53702121,0.0486,1.66,0.148,,,0.0,798,,4805.0,0.69,0.77
Kepler-1978 b,1,1,1,Transit,2023,10.84969477,0.0914,2.67,0.238,,,0.0,676,,5251.0,0.78,0.87
Kepler-1979 b,1,1,1,Transit,2023,18.5084526,0.1383,29.33,2.617,,,0.0,683,,5942.0,0.94,1.03
Kepler-198 b,1,1,3,Transit,2014,17.790037,0.131,2.82,0.252,,,,,,5574.0,0.94,
Kepler-198 c,1,1,3,Transit,2014,49.567416,0.259,2.47,0.22,,,,,,5574.0,0.94,
Kepler-198 d,1,1,3,Transit,2016,1.31184443,,1.53,0.136,,,,,,5636.0,0.93,0.97
Kepler-1980 b,1,1,1,Transit,2023,33.0257179,0.2049,2.21,0.197,,,0.0,564,,5819.0,0.99,1.05
Kepler-1981 b,1,1,1,Transit,2023,453.54212,1.3292,9.23,0.823,,,0.0,390,,5874.0,3.01,1.52
Kepler-1982 b,1,1,1,Transit,2023,3.82315697,0.0511,0.77,0.069,,,0.0,1282,,6202.0,1.12,1.21
Kepler-1983 b,1,1,1,Transit,2023,7.32851947,0.0689,2.33,0.208,,,0.0,807,,5135.0,0.87,0.81
Kepler-1984 b,1,1,1,Transit,2023,1.99281234,0.0238,6.81,0.608,,,0.0,675,,3638.0,0.42,0.45
Kepler-1985 b,1,1,1,Transit,2023,3.42064689,0.0426,2.27,0.203,,,0.0,1129,,5370.0,0.97,0.88
Kepler-1986 b,1,1,1,Transit,2023,19.5489666,0.1307,1.89,0.169,,,0.0,579,,5549.0,0.73,0.78
Kepler-1987 b,1,1,4,Transit,2023,2.345863,0.0318,1.23,0.11,,,0.0,997,,4769.0,0.71,0.8
Kepler-1987 c,1,1,4,Transit,2023,3.64830183,0.0427,1.33,0.119,,,0.0,860,,4769.0,0.71,0.8
Kepler-1987 d,1,1,4,Transit,2023,5.64491415,0.0571,2.66,0.237,,,0.0,744,,4769.0,0.71,0.8
Kepler-1987 e,1,1,4,Transit,2023,8.74292005,0.0765,1.92,0.171,,,0.0,643,,4769.0,0.71,0.8
Kepler-1988 b,1,1,1,Transit,2023,11.49500229,0.1038,1.53,0.136,,,0.0,1105,,6033.0,1.79,1.13
Kepler-1989 b,1,1,1,Transit,2023,10.16102353,0.0918,4.62,0.412,,,0.0,904,,6032.0,1.06,1.0
Kepler-199 b,1,1,2,Transit,2014,23.637604,0.158,3.11,0.277,,,,,,5644.0,0.97,
Kepler-199 c,1,1,2,Transit,2014,67.093408,0.316,3.25,0.29,,,,,,5644.0,0.97,
Kepler-1990 b,1,1,2,Transit,2023,1.73513619,0.0286,3.27,0.292,,,0.0,1554,,5751.0,1.07,1.03
Kepler-1990 c,1,1,2,Transit,2023,4.06844957,0.0504,0.98,0.087,,,0.0,1170,,5751.0,1.07,1.03
Kepler-1991 b,1,1,2,Transit,2023,13.26079792,0.1065,1.47,0.131,,,0.0,760,,5478.0,1.05,0.91
Kepler-1991 c,1,1,2,Transit,2023,22.79020351,0.1528,2.57,0.229,,,0.0,634,,5478.0,1.05,0.91
Kepler-1992 b,1,1,1,Transit,2023,15.6112238,0.1169,0.91,0.081,,,0.0,637,,5383.0,0.84,0.87
Kepler-1993 b,1,1,1,Transit,2023,26.6565737,0.1943,4.15,0.37,,,0.0,903,,5159.0,3.06,1.37
Kepler-1994 b,1,1,1,Transit,2023,4.61225043,0.053,0.51,0.045,,,0.0,1032,,5495.0,0.96,0.93
Kepler-1995 b,1,1,1,Transit,2023,73.7578875,0.3259,4.28,0.382,,,0.0,375,,5029.0,0.93,0.85
Kepler-1996 b,1,1,2,Transit,2023,32.376183,0.1789,2.26,0.202,,,0.0,392,,4580.0,0.68,0.75
Kepler-1996 c,1,1,2,Transit,2023,92.7297248,0.3608,2.81,0.251,,,0.0,276,,4580.0,0.68,0.75
Kepler-1997 b,1,1,1,Transit,2023,26.7575866,0.1815,2.28,0.203,,,0.0,660,,6215.0,1.05,1.11
Kepler-1998 b,1,1,1,Transit,2023,3.03267135,0.0405,0.6,0.054,,,0.0,1187,,5640.0,0.92,0.96
Kepler-1999 b,1,1,1,Transit,2023,8.7396758,0.0713,3.29,0.294,,,0.0,577,,4406.0,0.63,0.63
Kepler-20 b,1,2,6,Transit,2011,3.6961049,0.04565,1.773,0.158,9.7,0.03052,0.083,1187,,5495.0,0.92,0.93
Kepler-20 c,1,2,6,Transit,2011,10.8540774,0.0936,2.894,0.258,11.1,0.03492,0.076,828,,5495.0,0.92,0.93
Kepler-20 d,1,2,6,Transit,2011,77.611455,0.3474,2.606,0.232,13.4,0.04216,0.082,430,,5495.0,0.92,0.93
Kepler-20 e,1,2,6,Transit,2011,6.0984882,0.0637,0.821,0.073,0.76,0.00239,0.092,1004,,5495.0,0.92,0.93
Kepler-20 f,1,2,6,Transit,2011,19.578328,0.1387,0.952,0.085,1.4,0.0044,0.094,681,,5495.0,0.92,0.93
Kepler-20 g,1,2,6,Radial Velocity,2016,34.94,0.2055,,,,,0.15,524,,5495.0,0.96,0.95
Kepler-200 b,1,1,2,Transit,2014,8.594805,0.08,2.13,0.19,,,,,,5678.0,0.94,
Kepler-200 c,1,1,2,Transit,2014,10.222157,0.09,1.59,0.142,,,,,,5678.0,0.94,
Kepler-2000 b,1,1,2,Transit,2023,6.38315913,0.0562,2.73,0.244,,,0.0,530,,3757.0,0.58,0.58
Kepler-2000 c,1,1,2,Transit,2023,20.6180348,0.1228,1.57,0.14,,,0.0,359,,3757.0,0.58,0.58
Kepler-2001 b,1,1,2,Transit,2023,1.090011,0.0197,1.04,0.093,,,0.0,1402,,5081.0,0.77,0.86
Kepler-2001 c,1,1,2,Transit,2023,14.09258319,0.1084,1.82,0.162,,,0.0,597,,5081.0,0.77,0.86
Kepler-201 b,1,1,2,Transit,2014,25.672083,0.175,2.46,0.219,,,,,,6065.0,1.23,
Kepler-201 c,1,1,2,Transit,2014,151.884058,0.573,2.85,0.254,,,,,,6065.0,1.23,
Kepler-202 b,1,1,2,Transit,2014,4.069427,0.045,1.63,0.145,,,,,,4668.0,0.67,
Kepler-202 c,1,1,2,Transit,2014,16.282493,0.113,1.85,0.165,,,,,,4668.0,0.67,
Kepler-203 b,1,1,3,Transit,2014,3.162697,0.043,2.57,0.229,,,,,,5821.0,1.11,
Kepler-203 c,1,1,3,Transit,2014,5.370647,0.061,2.47,0.22,,,,,,5821.0,1.11,
Kepler-203 d,1,1,3,Transit,2014,11.32972,0.1,1.44,0.128,,,,,,5821.0,1.11,
Kepler-204 b,1,1,2,Transit,2014,14.400974,0.117,2.53,0.226,,,,,,5812.0,1.24,
Kepler-204 c,1,1,2,Transit,2014,25.660593,0.173,1.79,0.16,,,,,,5812.0,1.24,
Kepler-205 b,1,1,2,Transit,2014,2.75564,0.032,1.51,0.135,,,,,,4321.0,0.55,
Kepler-205 c,1,1,2,Transit,2014,20.306546,0.122,1.64,0.146,,,,,,4321.0,0.55,
Kepler-206 b,1,1,3,Transit,2014,7.781987,0.078,1.2,0.107,,,,,,5764.0,1.19,
Kepler-206 c,1,1,3,Transit,2014,13.137471,0.111,1.77,0.158,,,,,,5764.0,1.19,
Kepler-206 d,1,1,3,Transit,2014,23.44281,0.163,1.19,0.106,,,,,,5764.0,1.19,
Kepler-207 b,1,1,3,Transit,2014,1.611865,0.029,1.57,0.14,,,,,,5920.0,1.59,
Kepler-207 c,1,1,3,Transit,2014,3.071571,0.044,1.5,0.134,,,,,,5920.0,1.59,
Kepler-207 d,1,1,3,Transit,2014,5.868075,0.068,3.31,0.295,,,,,,5920.0,1.59,
Kepler-208 b,1,1,4,Transit,2014,4.22864,0.054,1.63,0.145,,,,,,6092.0,1.31,
Kepler-208 c,1,1,4,Transit,2014,7.466623,0.079,1.39,0.124,,,,,,6092.0,1.31,
Kepler-208 d,1,1,4,Transit,2014,11.131786,0.103,1.2,0.107,,,,,,6092.0,1.31,
Kepler-208 e,1,1,4,Transit,2014,16.259458,0.132,1.48,0.132,,,,,,6092.0,1.31,
Kepler-209 b,1,1,2,Transit,2014,16.087845,0.122,2.26,0.202,,,,,,5513.0,0.94,
Kepler-209 c,1,1,2,Transit,2014,41.749882,0.231,3.1,0.277,,,,,,5513.0,0.94,
Kepler-21 b,1,2,1,Transit,2012,2.7858212,0.0434,1.639,0.146,7.5,0.0236,0.0,2015,,6305.0,1.9,1.41
Kepler-210 b,1,1,2,Transit,2014,2.453234,0.032,2.94,0.262,,,,,,4559.0,0.65,
Kepler-210 c,1,1,2,Transit,2014,7.972513,0.07,3.62,0.323,,,,,,4559.0,0.65,
Kepler-211 b,1,1,2,Transit,2014,4.138575,0.048,1.26,0.112,,,,,,5123.0,0.82,
Kepler-211 c,1,1,2,Transit,2014,6.04045,0.062,1.29,0.115,,,,,,5123.0,0.82,
Kepler-212 b,1,1,2,Transit,2014,16.257582,0.133,1.09,0.097,,,,,,5852.0,1.46,
